State,County,Poverty Estimate,Poverty Percent
Indiana,Lake,"75,936",15.8
Indiana,La Porte,"12,524",12.1
Indiana,Lawrence,"5,275",11.8
Indiana,Madison,"14,937",12.1
Indiana,Marion,"135,820",14.4
Indiana,Marshall,"4,230",9.3
Indiana,Martin,"1,108",11.2
Indiana,Miami,"4,173",13.1
Indiana,Monroe,"24,316",18.2
Indiana,Montgomery,"4,015",10.8
Indiana,Morgan,"5,939",8.5
Indiana,Newton,"1,434",10.5
Indiana,Noble,"4,662",9.9
Indiana,Ohio,570,9.8
Indiana,Orange,"2,513",13.0
Indiana,Owen,"2,406",11.7
Indiana,Parke,"2,184",14.3
Indiana,Perry,"2,160",12.3
Indiana,Pike,"1,182",9.7
Indiana,Porter,"14,436",8.6
Indiana,Posey,"2,327",9.3
Indiana,Pulaski,"1,360",11.2
Indiana,Putnam,"3,672",11.3
Indiana,Randolph,"2,944",12.4
Indiana,Ripley,"2,658",9.5
Indiana,Rush,"1,582",9.7
Indiana,St. Joseph,"33,070",12.7
Indiana,Scott,"3,244",13.9
Indiana,Shelby,"4,149",9.4
Indiana,Spencer,"1,574",7.9
Indiana,Starke,"3,255",14.2
Indiana,Steuben,"3,210",9.6
Indiana,Sullivan,"2,823",15.5
Indiana,Switzerland,"1,485",14.0
Indiana,Tippecanoe,"28,815",16.1
Indiana,Tipton,"1,093",7.3
Indiana,Union,706,10.0
Indiana,Vanderburgh,"25,669",14.6
Indiana,Vermillion,"1,795",11.9
Indiana,Vigo,"20,134",20.7
Indiana,Wabash,"3,075",10.6
Indiana,Warren,655,8.1
Indiana,Warrick,"3,990",6.4
Indiana,Washington,"3,722",13.4
Indiana,Wayne,"9,531",15.1
Indiana,Wells,"2,254",8.2
Indiana,White,"2,147",9.0
Indiana,Whitley,"2,426",7.2
Iowa,Adair,741,10.8
Iowa,Adams,386,10.8
Iowa,Allamakee,"1,454",10.9
Iowa,Appanoose,"1,791",14.6
Iowa,Audubon,516,9.6
Iowa,Benton,"1,876",7.5
Iowa,Black Hawk,"15,410",12.2
Iowa,Boone,"1,762",6.9
Iowa,Bremer,"1,323",5.6
Iowa,Buchanan,"1,736",8.3
Iowa,Buena Vista,"1,723",9.1
Iowa,Butler,"1,184",8.4
Iowa,Calhoun,876,10.0
Iowa,Carroll,"1,373",7.0
Iowa,Cass,"1,349",10.8
Iowa,Cedar,"1,326",7.3
Iowa,Cerro Gordo,"4,357",10.6
Iowa,Cherokee,975,9.0
Iowa,Chickasaw,978,8.3
Iowa,Clarke,"1,021",11.1
Iowa,Clay,"1,275",8.1
Iowa,Clayton,"1,769",10.4
Iowa,Clinton,"5,717",12.5
Iowa,Crawford,"2,069",12.5
Iowa,Dallas,"4,207",4.4
Iowa,Davis,"1,044",11.7
Iowa,Decatur,"1,201",16.9
Iowa,Delaware,"1,412",8.4
Iowa,Des Moines,"4,953",13.0
Iowa,Dickinson,"1,158",6.7
Iowa,Dubuque,"8,322",8.9
Iowa,Emmet,878,10.2
Iowa,Fayette,"2,174",11.8
Iowa,Floyd,"1,421",9.3
Iowa,Franklin,"1,026",10.5
Iowa,Fremont,601,9.1
Iowa,Greene,932,10.7
Iowa,Grundy,666,5.5
Iowa,Guthrie,904,8.5
Iowa,Hamilton,"1,164",8.1
Iowa,Hancock,837,8.1
Iowa,Hardin,"1,520",9.6
Iowa,Harrison,"1,129",8.3
Iowa,Henry,"1,948",10.8
Iowa,Howard,942,10.5
Iowa,Humboldt,823,8.8
Iowa,Ida,690,10.3
Iowa,Iowa,"1,013",6.4
Iowa,Jackson,"2,156",11.4
Iowa,Jasper,"2,999",8.5
Iowa,Jefferson,"2,487",14.8
Iowa,Johnson,"20,522",14.1
Iowa,Jones,"1,913",9.9
Iowa,Keokuk,"1,360",13.7
Iowa,Kossuth,"1,439",10.0
Iowa,Lee,"3,689",11.5
Iowa,Linn,"18,011",8.1
Iowa,Louisa,989,9.1
Iowa,Lucas,"1,140",13.5
Iowa,Lyon,726,6.3
Iowa,Madison,"1,218",7.5
Iowa,Mahaska,"2,183",10.2
Iowa,Marion,"2,562",8.0
Iowa,Marshall,"3,849",10.1
Iowa,Mills,"1,186",8.3
Iowa,Mitchell,929,8.9
Iowa,Monona,922,11.0
Iowa,Monroe,868,11.4
Iowa,Montgomery,"1,125",11.6
Iowa,Muscatine,"4,258",10.2
Iowa,O'Brien,"1,117",8.4
Iowa,Osceola,464,7.9
Iowa,Page,"1,785",13.2
Iowa,Palo Alto,817,9.5
Iowa,Plymouth,"1,497",6.0
Iowa,Pocahontas,662,10.2
Iowa,Polk,"55,560",11.5
Iowa,Pottawattamie,"8,407",9.2
Iowa,Poweshiek,"1,945",11.6
Iowa,Ringgold,615,13.3
Iowa,Sac,987,10.5
Iowa,Scott,"20,606",12.1
Iowa,Shelby,934,8.3
Iowa,Sioux,"2,114",6.5
Iowa,Story,"10,920",12.4
Iowa,Tama,"1,772",10.8
Iowa,Taylor,634,10.5
Iowa,Union,"1,422",12.1
Iowa,Van Buren,"1,013",14.4
Iowa,Wapello,"5,256",15.5
Iowa,Warren,"2,497",4.9
Iowa,Washington,"1,526",7.1
Iowa,Wayne,822,13.0
Iowa,Webster,"4,122",12.4
Iowa,Winnebago,905,9.3
Iowa,Winneshiek,"1,645",9.2
Iowa,Woodbury,"11,311",11.3
Iowa,Worth,616,8.5
Iowa,Wright,"1,302",10.7
Kansas,Allen,"1,728",14.5
Kansas,Anderson,991,12.7
Kansas,Atchison,"1,945",13.1
Kansas,Barber,518,12.0
Kansas,Barton,"3,159",12.7
Kansas,Bourbon,"2,016",14.5
Kansas,Brown,"1,221",13.0
Kansas,Butler,"5,576",8.7
Kansas,Chase,246,10.1
Kansas,Chautauqua,574,18.3
Kansas,Cherokee,"2,779",14.3
Kansas,Cheyenne,299,11.8
Kansas,Clark,209,11.0
Kansas,Clay,767,9.8
Kansas,Cloud,990,12.1
Kansas,Coffey,770,9.6
Kansas,Comanche,180,11.2
Kansas,Cowley,"4,564",14.0
Kansas,Crawford,"6,118",16.6
Kansas,Decatur,333,12.4
Kansas,Dickinson,"1,760",9.8
Kansas,Doniphan,906,12.9
Kansas,Douglas,"13,420",11.8
Kansas,Edwards,293,10.8
Kansas,Elk,372,15.1
Kansas,Ellis,"4,397",16.0
Kansas,Ellsworth,535,10.6
Kansas,Finney,"4,290",12.2
Kansas,Ford,"3,323",10.3
Kansas,Franklin,"2,231",8.9
Kansas,Geary,"3,914",12.5
Kansas,Gove,258,10.1
Kansas,Graham,294,12.5
Kansas,Grant,705,10.1
Kansas,Gray,409,7.0
Kansas,Greeley,117,10.0
Kansas,Greenwood,730,12.7
Kansas,Hamilton,251,10.4
Kansas,Harper,682,13.2
Kansas,Harvey,"3,049",9.3
Kansas,Haskell,396,10.2
Kansas,Hodgeman,159,9.1
Kansas,Jackson,"1,212",9.3
Kansas,Jefferson,"1,344",7.2
Kansas,Jewell,364,13.0
Kansas,Johnson,"27,345",4.6
Kansas,Kearny,343,9.4
Kansas,Kingman,662,9.8
Kansas,Kiowa,282,12.3
Kansas,Labette,"2,677",14.0
Kansas,Lane,144,9.6
Kansas,Leavenworth,"6,425",8.5
Kansas,Lincoln,371,12.7
Kansas,Linn,"1,197",12.5
Kansas,Logan,242,9.1
Kansas,Lyon,"3,964",12.6
Kansas,McPherson,"2,123",7.7
Kansas,Marion,"1,104",10.1
Kansas,Marshall,819,8.7
Kansas,Meade,363,9.3
Kansas,Miami,"2,540",7.6
Kansas,Mitchell,559,10.0
Kansas,Montgomery,"5,388",17.8
Kansas,Morris,577,10.5
Kansas,Morton,295,12.1
Kansas,Nemaha,817,8.3
Kansas,Neosho,"2,125",13.8
Kansas,Ness,257,9.6
Kansas,Norton,583,12.9
Kansas,Osage,"1,569",10.1
Kansas,Osborne,389,11.7
Kansas,Ottawa,557,10.0
Kansas,Pawnee,797,14.9
Kansas,Phillips,553,10.9
Kansas,Pottawatomie,"1,675",6.9
Kansas,Pratt,833,9.6
Kansas,Rawlins,273,11.1
Kansas,Reno,"6,176",10.6
Kansas,Republic,438,9.9
Kansas,Rice,895,10.3
Kansas,Riley,"12,336",19.2
Kansas,Rooks,457,9.6
Kansas,Rush,321,11.2
Kansas,Russell,866,12.9
Kansas,Saline,"5,124",9.8
Kansas,Scott,339,7.3
Kansas,Sedgwick,"68,637",13.4
Kansas,Seward,"2,355",11.5
Kansas,Shawnee,"18,039",10.5
Kansas,Sheridan,260,10.5
Kansas,Sherman,733,13.0
Kansas,Smith,356,10.3
Kansas,Stafford,435,11.0
Kansas,Stanton,196,10.2
Kansas,Stevens,516,9.7
Kansas,Sumner,"2,502",11.3
Kansas,Thomas,664,9.1
Kansas,Trego,279,10.4
Kansas,Wabaunsee,574,8.5
Kansas,Wallace,190,12.5
Kansas,Washington,524,9.9
Kansas,Wichita,216,10.6
Kansas,Wilson,"1,172",14.3
Kansas,Woodson,415,14.0
Kansas,Wyandotte,"27,673",16.9
Kentucky,Adair,"3,979",22.1
Kentucky,Allen,"3,221",15.3
Kentucky,Anderson,"2,271",10.0
Kentucky,Ballard,"1,080",14.2
Kentucky,Barren,"7,516",17.3
Kentucky,Bath,"2,769",22.5
Kentucky,Bell,"7,293",29.8
Kentucky,Boone,"8,752",6.5
Kentucky,Bourbon,"2,752",14.1
Kentucky,Boyd,"7,047",15.8
Kentucky,Boyle,"3,783",14.0
Kentucky,Bracken,"1,083",13.2
Kentucky,Breathitt,"3,426",27.9
Kentucky,Breckinridge,"3,437",17.1
Kentucky,Bullitt,"7,053",8.7
Kentucky,Butler,"2,129",17.1
Kentucky,Caldwell,"1,914",15.3
Kentucky,Calloway,"5,609",15.6
Kentucky,Campbell,"9,613",10.6
Kentucky,Carlisle,662,14.4
Kentucky,Carroll,"1,689",16.2
Kentucky,Carter,"4,780",18.5
Kentucky,Casey,"3,524",22.7
Kentucky,Christian,"10,996",16.9
Kentucky,Clark,"5,187",14.4
Kentucky,Clay,"6,711",37.3
Kentucky,Clinton,"2,134",21.5
Kentucky,Crittenden,"1,448",16.8
Kentucky,Cumberland,"1,348",21.0
Kentucky,Daviess,"13,239",13.4
Kentucky,Edmonson,"1,914",15.8
Kentucky,Elliott,"1,815",28.8
Kentucky,Estill,"2,874",20.6
Kentucky,Fayette,"45,575",14.6
Kentucky,Fleming,"2,125",14.6
Kentucky,Floyd,"9,755",28.3
Kentucky,Franklin,"6,341",12.8
Kentucky,Fulton,"1,385",25.2
Kentucky,Gallatin,"1,158",13.3
Kentucky,Garrard,"2,449",14.0
Kentucky,Grant,"3,177",12.8
Kentucky,Graves,"6,602",18.2
Kentucky,Grayson,"5,230",20.5
Kentucky,Green,"2,178",20.1
Kentucky,Greenup,"4,451",13.0
Kentucky,Hancock,"1,248",14.4
Kentucky,Hardin,"12,066",11.2
Kentucky,Harlan,"7,015",28.0
Kentucky,Harrison,"2,526",13.5
Kentucky,Hart,"4,122",22.1
Kentucky,Henderson,"5,862",13.4
Kentucky,Henry,"2,257",14.2
Kentucky,Hickman,864,20.9
Kentucky,Hopkins,"7,860",18.1
Kentucky,Jackson,"3,166",24.0
Kentucky,Jefferson,"85,737",11.4
Kentucky,Jessamine,"5,489",10.5
Kentucky,Johnson,"4,814",22.5
Kentucky,Kenton,"18,156",11.0
Kentucky,Knott,"3,821",27.7
Kentucky,Knox,"8,409",27.8
Kentucky,Larue,"2,064",14.7
Kentucky,Laurel,"10,807",17.9
Kentucky,Lawrence,"3,400",22.3
Kentucky,Lee,"2,009",32.1
Kentucky,Leslie,"2,421",25.8
Kentucky,Letcher,"5,106",24.4
Kentucky,Lewis,"2,892",22.2
Kentucky,Lincoln,"4,434",18.4
Kentucky,Livingston,"1,251",14.0
Kentucky,Logan,"4,084",15.1
Kentucky,Lyon,"1,009",14.4
Kentucky,McCracken,"9,974",15.5
Kentucky,McCreary,"5,567",36.2
Kentucky,McLean,"1,214",13.6
Kentucky,Madison,"13,550",15.5
Kentucky,Magoffin,"3,654",30.9
Kentucky,Marion,"2,951",15.7
Kentucky,Marshall,"3,165",10.3
Kentucky,Martin,"3,073",31.9
Kentucky,Mason,"2,613",15.7
Kentucky,Meade,"3,272",11.6
Kentucky,Menifee,"1,452",22.7
Kentucky,Mercer,"2,843",13.1
Kentucky,Metcalfe,"2,119",21.4
Kentucky,Monroe,"2,328",22.5
Kentucky,Montgomery,"4,337",15.7
Kentucky,Morgan,"2,764",24.5
Kentucky,Muhlenberg,"4,860",16.9
Kentucky,Nelson,"4,228",9.2
Kentucky,Nicholas,"1,195",16.8
Kentucky,Ohio,"3,513",15.0
Kentucky,Oldham,"3,143",5.0
Kentucky,Owen,"1,657",15.1
Kentucky,Owsley,"1,293",30.6
Kentucky,Pendleton,"1,963",13.6
Kentucky,Perry,"5,448",22.0
Kentucky,Pike,"13,151",23.7
Kentucky,Powell,"2,444",20.5
Kentucky,Pulaski,"12,308",19.1
Kentucky,Robertson,371,17.9
Kentucky,Rockcastle,"3,669",22.4
Kentucky,Rowan,"5,265",24.4
Kentucky,Russell,"3,208",18.1
Kentucky,Scott,"4,545",8.0
Kentucky,Shelby,"4,066",8.4
Kentucky,Simpson,"2,194",12.0
Kentucky,Spencer,"1,328",6.8
Kentucky,Taylor,"3,866",15.9
